code,name,category,department,price_php,price_band,colors,attributes,flag,page
FIR-002-50LBS-AFFF,Fire Extinguisher Hcfc Chemical 50LBS (wheeled Type),Fire Extinguishers,Fire Safety,28180,premium,,"{""weight"": ""50 lbs""}",duplicate_code_conflict,5
FIR-002-10LBS-HCFC-CT,Fire Extinguisher Hcfc Chemical 10LBS (ceiling Type),Fire Extinguishers,Fire Safety,7250,mid-range,,"{""weight"": ""10 lbs""}",,4
FIR-002-20LBS-HCFC-CT,Fire Extinguisher Hcfc Chemical 20LBS(CEILING Type),Fire Extinguishers,Fire Safety,14490,premium,,"{""weight"": ""20 lbs""}",,4
FIR-002-5LBS-HFC236FA,Fire Extinguisher HFC236FA Chemical 5LBS (wall Type) + Free Wall Bracket,Fire Extinguishers,Fire Safety,4830,mid-range,,"{""weight"": ""5 lbs"", ""bundled_item"": ""Wall Bracket""}",,5
FIR-002-10LBS-HFC236FA,Fire Extinguisher HFC236FA Chemical 10LBS (wall Type) + Free Wall Hook,Fire Extinguishers,Fire Safety,8860,mid-range,,"{""weight"": ""10 lbs"", ""bundled_item"": ""Wall Hook""}",,4
FIR-002-20LBS-HFC236FA,Fire Extinguisher HFC236FA Chemical 20LBS (wall Type) + Free Wall Hook,Fire Extinguishers,Fire Safety,17710,premium,,"{""weight"": ""20 lbs"", ""bundled_item"": ""Wall Hook""}",,4
FIR-002-50LBS-HFC236FA,Fire Extinguisher HFC236FA Chemical 50LBS (wheeled Type),Fire Extinguishers,Fire Safety,44280,premium,,"{""weight"": ""50 lbs""}",,5
FIR-002-10LBS-HFC236FA-CT,Fire Extinguisher HFC236FA Chemical 10LBS (ceiling Type),Fire Extinguishers,Fire Safety,12080,premium,,"{""weight"": ""10 lbs""}",,4
FIR-002-20LBS-HFC236FA-CT,Fire Extinguisher HFC236FA Chemical 20LBS(CEILING Type),Fire Extinguishers,Fire Safety,24150,premium,,"{""weight"": ""20 lbs""}",,4
FIR-002-10LBS-CO2,CO2 Chemical Carbon Dioxide,Fire Extinguishers,Fire Safety,5160,mid-range,,{},,4
FIR-002-10LBS-CO2HFC,HFC 236FA Chemical 10LBS,Fire Extinguishers,Fire Safety,6430,mid-range,,"{""weight"": ""10 lbs""}",,4
FIR-002-20LBS-CO2HFC,HFC 236FA Chemical 20LBS,Fire Extinguishers,Fire Safety,7250,mid-range,,"{""weight"": ""20 lbs""}",,4
FIR-002-10LBS-CK,Fire Extinguisher Class K 10LBS,Fire Extinguishers,Fire Safety,8860,mid-range,,"{""weight"": ""10 lbs""}",,4
FIR-002-20LBS-CK,Fire Extinguisher Class K 20LBS,Fire Extinguishers,Fire Safety,13690,premium,,"{""weight"": ""20 lbs""}",,4
FIR-002-FB,Fire Ball (1.3KG),Fire Extinguishers,Fire Safety,1050,standard,,"{""weight"": ""1.3 kg""}",,5
FIR-002-19,Smoke DETECTOR/ALARM (battery Operated),Fire Extinguishers,Fire Safety,570,standard,,{},,4
FIR-002-20A,Emergency Light LED 6V,Fire Extinguishers,Fire Safety,1260,standard,,{},,4
FIR-002-20B,Emergency Light LED 12V,Fire Extinguishers,Fire Safety,2020,mid-range,,{},,4
FIR-002-21A,"Fire Alarm Bell W/ Manual Push Button (sold BY Set) - Bell Size 6"" 220v w/MANUAL Call Point",Fire Extinguishers,Fire Safety,1450,standard,,{},,4
FIR-002-21B,"Fire Alarm Bell W/ Manual Push Button (sold BY Set) - Bell Size 8"" 220v w/MANUAL Call Point",Fire Extinguishers,Fire Safety,1760,standard,,{},,4
FIR-002-21C,"Fire Alarm Bell W/ Manual Push Button (sold BY Set) - Bell Size 10"" 220v w/MANUAL Call Point",Fire Extinguishers,Fire Safety,1820,standard,,{},,4
FIR-002-30A,Exit Sign (lighted Led) - Single Faced,Fire Extinguishers,Fire Safety,1050,standard,,{},,4
FIR-002-30B,Exit Sign (lighted Led) - Double Faced,Fire Extinguishers,Fire Safety,1370,standard,,{},,4
FIR-002-31A,Luminous Signages (glow IN THE Dark) - Exit Sign Left,Fire Extinguishers,Fire Safety,730,standard,,{},,4
FIR-002-31B,Luminous Signages (glow IN THE Dark) - Exit Sign Right,Fire Extinguishers,Fire Safety,730,standard,,{},,4
FIR-002-31C,Luminous Signages (glow IN THE Dark) - Exit Sign Green,Fire Extinguishers,Fire Safety,730,standard,,{},,4
FIR-002-31D,Luminous Signages (glow IN THE Dark) - Exit Sign RED,Fire Extinguishers,Fire Safety,730,standard,,{},,4
FIR-002-31E,Luminous Signages (glow IN THE Dark) - Fire Exit,Fire Extinguishers,Fire Safety,730,standard,,{},,4
FIR-002-32,"Fireman's Suit Coat & Trouser (helmet, Gloves, & Boots) - Locally Made",Fire Extinguishers,Fire Safety,13690,premium,,{},,4
FIR-002-38A,"Fire Hose Cabinet (angle Valve, Lock Nipple, Straight NOZZLE/POLYCARBONATE Nozzle) - 1&1/2 X 50FT Single Jacket",Fire Extinguishers,Fire Safety,12080,premium,,{},,4
FIR-002-38B,"Fire Hose Cabinet (angle Valve, Lock Nipple, Straight NOZZLE/POLYCARBONATE Nozzle) - 1&1/2 X 50FT Double Jacket",Fire Extinguishers,Fire Safety,15300,premium,,{},,4
FIR-002-38C,"Fire Hose Cabinet (angle Valve, Lock Nipple, Straight NOZZLE/POLYCARBONATE Nozzle) - 1&1/2 X 100FT Single Jacket",Fire Extinguishers,Fire Safety,15780,premium,,{},,4
FIR-002-38D,"Fire Hose Cabinet (angle Valve, Lock Nipple, Straight NOZZLE/POLYCARBONATE Nozzle) - 1&1/2 X 100FT Double Jacket",Fire Extinguishers,Fire Safety,16430,premium,,{},,4
FIR-002-A,Fire Blanket (1.2X1.2),Fire Extinguishers,Fire Safety,1050,standard,,{},,5
FIR-002-B,Fire Blanket (1.5X1.5),Fire Extinguishers,Fire Safety,1210,standard,,{},,5
FIR-002-C,Fire Blanket (1.5X1.8),Fire Extinguishers,Fire Safety,1280,standard,,{},,5
FIR-002-D,Fire Blanket (1.8X1.8),Fire Extinguishers,Fire Safety,1440,standard,,{},,5
FIR-002-CAB10,Fire Extinguisher Cabinet FOR 10 LBS,Fire Extinguishers,Fire Safety,2660,mid-range,,"{""weight"": ""10 lbs""}",,5
FIR-002-CAB20,Fire Extinguisher Cabinet FOR 20 LBS,Fire Extinguishers,Fire Safety,3210,mid-range,,"{""weight"": ""20 lbs""}",,5
BOD-001-01,5126 BIG Hook Harness,Fall Protection Harnesses,Fall Protection,1270,standard,,{},,3
BOD-001-02A,5104 Full Body Harness (with Oshc),Fall Protection Harnesses,Fall Protection,1050,standard,,"{""oshc_certified"": true, ""cut"": ""high cut""}",,3
BOD-001-02B,5105 Harness With Back Support (with Oshc),Fall Protection Harnesses,Fall Protection,1300,standard,,"{""oshc_certified"": true, ""cut"": ""high cut""}",,3
BOD-001-11,Yellow Harness Without Hook,Fall Protection Harnesses,Fall Protection,630,standard,Yellow,{},,3
BOD-001-12,Yellow Harness Small Hook,Fall Protection Harnesses,Fall Protection,680,standard,Yellow,{},,3
BOD-001-13,Yellow Harness BIG Hook,Fall Protection Harnesses,Fall Protection,880,standard,Yellow,{},,3
BOD-001-14,Safety Belt Small Hook,Fall Protection Harnesses,Fall Protection,340,budget,,{},,3
BOD-001-15,Safety Belt BIG Hook,Fall Protection Harnesses,Fall Protection,630,standard,,{},,3
BOD-001-31,Yellow Harness Double Lanyard BIG Hook,Fall Protection Harnesses,Fall Protection,1300,standard,Yellow,{},,3
BOD-001-18,BHH With Back Support,Fall Protection Harnesses,Fall Protection,1470,standard,,{},,3
BOD-001-42,Lineman Safety Belt,Fall Protection Harnesses,Fall Protection,1520,standard,,{},,3
BOD-001-43,Lineman Safety Belt Pole Strap,Fall Protection Harnesses,Fall Protection,2060,mid-range,,{},,3
BOD-001-001,1 Power Full Body Harness,Fall Protection Harnesses,Fall Protection,880,standard,,{},,3
MEG-001-08,Megaphone,Megaphones,Equipment,4510,mid-range,,{},duplicate_code_identical,3
LAN-001-03,Single Lanyard Strap Type,Fall Protection Lanyards,Fall Protection,640,standard,,{},,3
LAN-001-04,Double Lanyard Strap Type,Fall Protection Lanyards,Fall Protection,1090,standard,,{},,3
LAN-001-05,Single Lanyard With Shock Absorber Strap Type,Fall Protection Lanyards,Fall Protection,910,standard,,{},,3
LAN-001-06,Double Lanyard With Shock Absorber Strap Type (with Oshc),Fall Protection Lanyards,Fall Protection,1180,standard,,"{""oshc_certified"": true, ""cut"": ""high cut""}",,3
LAN-001-07,Single Lanyard Rope Type,Fall Protection Lanyards,Fall Protection,640,standard,,{},,3
LAN-001-08,Double Lanyard Rope Type,Fall Protection Lanyards,Fall Protection,1090,standard,,{},,3
LAN-001-09,Single Lanyard With Shock Absorber Rope Type,Fall Protection Lanyards,Fall Protection,910,standard,,{},,3
LAN-001-10,Double Lanyard With Shock Absorber Rope Type,Fall Protection Lanyards,Fall Protection,1180,standard,,{},,3
LAN-001-28,Single Lanyard Rope NEW Type,Fall Protection Lanyards,Fall Protection,640,standard,,{},,3
LAN-001-29,Double Lanyard Rope NEW Type,Fall Protection Lanyards,Fall Protection,1000,standard,,{},,3
LAN-001-30,Double Lanyard W Shock Absorber NEW TYPE/,Fall Protection Lanyards,Fall Protection,1180,standard,,{},,4
LAN-001-41,Double Lanyard Rope Aluminum Alloy Super Large Hook,Fall Protection Lanyards,Fall Protection,6410,mid-range,,"{""material"": ""Aluminum""}",,4
LAN-001-002,1 Power Double Lanyard W/Shock Absorber,Fall Protection Lanyards,Fall Protection,1120,standard,,{},,3
JAN-001-01,MOP Squeeze 20L AF08068,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,,"{""capacity_liters"": 20.0}",,14
JAN-001-02,MOP Squeeze 36L AF08070A,Janitorial & Cleaning Equipment,Janitorial,3610,mid-range,,"{""capacity_liters"": 36.0}",,14
JAN-001-03,81L Multi Functional MOP Squeeze AF08086,Janitorial & Cleaning Equipment,Janitorial,9920,mid-range,,"{""capacity_liters"": 81.0}",,14
JAN-001-089,31L Side Press Squeeze,Janitorial & Cleaning Equipment,Janitorial,3610,mid-range,,"{""capacity_liters"": 31.0}",,14
JAN-001-080,32L Mop Squeezer,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,"{""capacity_liters"": 32.0}",,14
JAN-001-090,42L Side Press Squeeze,Janitorial & Cleaning Equipment,Janitorial,4510,mid-range,,"{""capacity_liters"": 42.0}",,14
JAN-001-04A,MOP With Handle,Janitorial & Cleaning Equipment,Janitorial,820,standard,,{},,14
JAN-001-05,Caution WET Floor,Janitorial & Cleaning Equipment,Janitorial,420,budget,,{},,14
JAN-001-06,"NO Parking, OUT OF Service, Cleaning IN Progress, NO Entry",Janitorial & Cleaning Equipment,Janitorial,420,budget,,{},,14
JAN-001-07,Caution WET Floor Stainless,Janitorial & Cleaning Equipment,Janitorial,3970,mid-range,,"{""material"": ""Stainless""}",,14
JAN-001-08,NO Parking Stainless / Cleaning IN Progress Stainless,Janitorial & Cleaning Equipment,Janitorial,3970,mid-range,,"{""material"": ""Stainless""}",,14
JAN-001-08A/08B,Caution WET Floor NEW A Type STAINLESS/NO Parking NEW A Type Stainless,Janitorial & Cleaning Equipment,Janitorial,6860,mid-range,,"{""material"": ""Stainless""}",,14
JAN-001-09A,Caution Stand (24''),Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,14
JAN-001-09B,Caution Stand (36''),Janitorial & Cleaning Equipment,Janitorial,1360,standard,,{},,15
JAN-001-10-24,NO Parking Stand (24''),Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,15
JAN-001-10-36,NO Parking Stand (36''),Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,15
JAN-001-11,Dust PAN AF01205A,Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,15
JAN-001-12,Janitor Cart,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,Grey,{},,15
JAN-001-08180,Janitor Cart,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,Black,{},,14
JAN-001-08170C-G,Janitor Cart New Small,Janitorial & Cleaning Equipment,Janitorial,6320,mid-range,Grey,{},,14
JAN-001-08170C-B,Janitor Cart New Small,Janitorial & Cleaning Equipment,Janitorial,6320,mid-range,Black,{},,14
JAN-001-13,3 Layer Restaurant Cart,Janitorial & Cleaning Equipment,Janitorial,6860,mid-range,,{},,15
JAN-001-14,High Chair,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,,{},,15
JAN-001-15-16,Dust MOP 16'',Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,15
JAN-001-15-24,Dust MOP 24'',Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,15
JAN-001-15-36,Dust MOP 36'',Janitorial & Cleaning Equipment,Janitorial,1360,standard,,{},,15
JAN-001-15-48,Dust MOP 48'',Janitorial & Cleaning Equipment,Janitorial,1540,standard,,{},,15
JAN-001-15-72,Dust MOP 72'',Janitorial & Cleaning Equipment,Janitorial,2710,mid-range,,{},,15
JAN-001-16-18,Floor Brush 18'',Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,15
JAN-001-16-22,Floor Brush 22'',Janitorial & Cleaning Equipment,Janitorial,1360,standard,,{},,15
JAN-001-77,Stanchion Post 1.2M,Janitorial & Cleaning Equipment,Janitorial,2710,mid-range,,{},,17
JAN-001-21,Stanchion Steel Post (BLUE/RED Belt),Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Blue; Red,"{""material"": ""Steel""}",,15
JAN-001-21A,Stanchion Black Post (BLACK/RED Belt),Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Black; Red,{},,15
JAN-001-21C,Stanchion Gold Post,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Red,{},,15
JAN-001-21D,"Stanchion Double Stainless (B/Y, Red, Yellow, Blue Belt)",Janitorial & Cleaning Equipment,Janitorial,2710,mid-range,Black; Yellow; Red; Yellow; Blue,"{""material"": ""Stainless""}",,15
JAN-001-21E,"Stanchion Double Black (B/Y, R/W Belt)",Janitorial & Cleaning Equipment,Janitorial,2710,mid-range,Black; Yellow; Red; White,{},,15
JAN-001-22,Stanchion Round Head Post,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Silver; Gold,{},,15
JAN-001-22B,Stanchion Black Stand Gold Round Head,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Gold,{},,15
JAN-001-22C,Stanchion Black Stand Silver Round Head,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Silver,{},,15
JAN-001-23,Rope FOR Stanchion Cashmere Rope,Janitorial & Cleaning Equipment,Janitorial,1000,standard,Red; Black and Gold,{},,15
JAN-001-25,Blower 850W,Janitorial & Cleaning Equipment,Janitorial,10820,premium,Red; Blue; Gray,{},,15
JAN-001-25B,Blower 550W,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,Blue,{},,15
JAN-001-27-500,Stainless Soap Dispenser 500ML,Janitorial & Cleaning Equipment,Janitorial,910,standard,,"{""material"": ""Stainless""}",,15
JAN-001-27-800,Stainless Soap Dispenser 800ML,Janitorial & Cleaning Equipment,Janitorial,1540,standard,,"{""material"": ""Stainless""}",,15
JAN-001-27-1000,Stainless Soap Dispenser 1000ML,Janitorial & Cleaning Equipment,Janitorial,1810,standard,,"{""material"": ""Stainless""}",,15
JAN-001-39A-R,Emergency Light 2 Upper Light Round,Janitorial & Cleaning Equipment,Janitorial,1360,standard,,{},,15
JAN-001-39A-S,Emergency Light 2 Upper Light Square,Janitorial & Cleaning Equipment,Janitorial,1360,standard,,{},,15
JAN-001-39B,Emergency Light,Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,15
JAN-001-39C,Emergency W/EXIT,Janitorial & Cleaning Equipment,Janitorial,1360,standard,,{},,15
JAN-001-42,Steppling Ladder,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,{},,15
JAN-001-45-18,Floor Squeeze 18'',Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,15
JAN-001-45-22,Floor Squeeze 22'',Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,15
JAN-001-46-300,Cleaning Shovel 300MM,Janitorial & Cleaning Equipment,Janitorial,220,budget,,{},,15
JAN-001-46-600,Cleaning Shovel 600MM,Janitorial & Cleaning Equipment,Janitorial,340,budget,,{},,15
JAN-001-46-900,Cleaning Shovel 900MM,Janitorial & Cleaning Equipment,Janitorial,460,budget,,{},,15
JAN-001-47A,Picker With Aluminum Handle,Janitorial & Cleaning Equipment,Janitorial,340,budget,,"{""material"": ""Aluminum""}",,15
JAN-001-47B,101 Picker Small,Janitorial & Cleaning Equipment,Janitorial,340,budget,,{},,16
JAN-001-47C,101 Picker BIG,Janitorial & Cleaning Equipment,Janitorial,380,budget,,{},,16
JAN-001-47D,01 Picker Magnetic,Janitorial & Cleaning Equipment,Janitorial,460,budget,,{},,16
JAN-001-47E,Picker With Stainless Handle,Janitorial & Cleaning Equipment,Janitorial,280,budget,,"{""material"": ""Stainless""}",,16
JAN-001-48,Janitor Belt BAG Double,Janitorial & Cleaning Equipment,Janitorial,650,standard,,{},,16
JAN-001-49,Janitor Belt BAG Single,Janitorial & Cleaning Equipment,Janitorial,460,budget,,{},,16
JAN-001-50,Glass Cleaner,Janitorial & Cleaning Equipment,Janitorial,190,budget,,{},,16
JAN-001-51A,A3 Horizontal Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Black,{},,16
JAN-001-51C,A3 Horizontal Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Stainless,{},,16
JAN-001-51E,A3 Horizontal Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Gold,{},,16
JAN-001-51B,A3 Vertical Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Black,{},,16
JAN-001-51D,A3 Vertical Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Stainless,{},,16
JAN-001-51F,A3 Vertical Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Gold,{},,16
JAN-001-51G,A4 Horizontal Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Stainless,{},,16
JAN-001-51G-B,A4 Horizontal Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Black,{},,16
JAN-001-51H,A4 Vertical Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Stainless,{},,16
JAN-001-51H-B,A4 Vertical Version,Janitorial & Cleaning Equipment,Janitorial,1360,standard,Black,{},,16
JAN-001-52-A3,A3 Slant Sign Board With Stand,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Silver; Gold,{},,16
JAN-001-52-A4,A4 Slant Sign Board With Stand,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Silver; Gold,{},,16
JAN-001-52-A3DS,A3 Double Side Sign Board With Stand,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Silver; Gold,{},,16
JAN-001-52-ARROW,Arrow Signage With Stand,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,Silver; Gold,{},,16
JAN-001-70,Sign Board With Dispenser Display FOR Stanchion,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,,{},,17
JAN-001-54A,Alcohol Dispenser Stand Type,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,{},,16
JAN-001-54B,Alcohol Dispenser Wall Type,Janitorial & Cleaning Equipment,Janitorial,1720,standard,,{},,16
JAN-001-54F,Alcohol Dispenser Desk Type,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,{},,16
JAN-001-54C,F1 Dispenser Stand Type,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,{},,16
JAN-001-54D,F1 Dispenser Wall Type,Janitorial & Cleaning Equipment,Janitorial,1720,standard,,{},,16
JAN-001-54E,F1 Dispenser Desk Type,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,{},,16
JAN-001-54G,Stand Only,Janitorial & Cleaning Equipment,Janitorial,1720,standard,,{},,16
JAN-001-54H,F2 Dispenser W/ Tripod,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,,{},,16
JAN-001-54I,F3 Dispenser W/ Tripod AND K9 Scanner,Janitorial & Cleaning Equipment,Janitorial,3250,mid-range,,{},,16
JAN-001-54J,F4(TRIPOD + F1 Wall Type),Janitorial & Cleaning Equipment,Janitorial,2890,mid-range,,{},,16
JAN-001-54K,Tripod,Janitorial & Cleaning Equipment,Janitorial,460,budget,,{},,16
JAN-001-55A,Telescopic Stool,Janitorial & Cleaning Equipment,Janitorial,830,standard,Black; Blue; Neon Green; Orange; Pink; Yellow; Red,{},,16
JAN-001-55B,Telescopic Table,Janitorial & Cleaning Equipment,Janitorial,1810,standard,,{},,16
JAN-001-59,Intelligent Toilet Seat Cover,Janitorial & Cleaning Equipment,Janitorial,9020,mid-range,,{},,17
JAN-001-60,Plastic Seat Cover,Janitorial & Cleaning Equipment,Janitorial,460,budget,,"{""material"": ""Plastic""}",,17
JAN-001-61,Toilet Bowl,Janitorial & Cleaning Equipment,Janitorial,8660,mid-range,,{},,17
JAN-001-62,Baby Changing Station,Janitorial & Cleaning Equipment,Janitorial,9920,mid-range,,{},,17
JAN-001-66-668,Hand Dryer 668,Janitorial & Cleaning Equipment,Janitorial,2170,mid-range,,{},,17
JAN-001-68-6668,Hand Dryer 6668,Janitorial & Cleaning Equipment,Janitorial,15330,premium,Grey,{},,17
JAN-001-69,IT White Barrel,Janitorial & Cleaning Equipment,Janitorial,42900,premium,,{},,17
JAN-001-72A,Automatic Dispenser (soap 380ML),Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,17
JAN-001-72B,Automatic Dispenser (alcohol 380ML),Janitorial & Cleaning Equipment,Janitorial,1180,standard,,{},,17
JAN-001-72C,Automatic Dispenser (alcohol 500ML),Janitorial & Cleaning Equipment,Janitorial,1450,standard,,{},,17
JAN-001-570-B,15L WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,7580,mid-range,Blue,"{""capacity_liters"": 15.0}",,16
JAN-001-570-Y,15L WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,7580,mid-range,Yellow,"{""capacity_liters"": 15.0}",,16
JAN-001-570-R,15L WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,7580,mid-range,Red,"{""capacity_liters"": 15.0}",,16
JAN-001-575-B,30L WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,Blue,"{""capacity_liters"": 30.0}",,16
JAN-001-575-Y,30L WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,Yellow,"{""capacity_liters"": 30.0}",,16
JAN-001-575-R,30L WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,Red,"{""capacity_liters"": 30.0}",,16
JAN-001-580-B,70L 2000W 2-MOTOR WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,17140,premium,Blue,"{""capacity_liters"": 70.0}",,16
JAN-001-580-Y,70L 2000W 2-MOTOR WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,17140,premium,Yellow,"{""capacity_liters"": 70.0}",,17
JAN-001-580-R,70L 2000W 2-MOTOR WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,17140,premium,Red,"{""capacity_liters"": 70.0}",,16
JAN-001-585-3-B,80L 3000W 3-MOTOR WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,19840,premium,Blue,"{""capacity_liters"": 80.0}",,17
JAN-001-585-3-Y,80L 3000W 3-MOTOR WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,19840,premium,Yellow,"{""capacity_liters"": 80.0}",,17
JAN-001-585-3-R,80L 3000W 3-MOTOR WET/DRY Vacuum Cleaner,Janitorial & Cleaning Equipment,Janitorial,19840,premium,Red,"{""capacity_liters"": 80.0}",,17
JAN-001-520-R,13'' Multi-functional Burnisher,Janitorial & Cleaning Equipment,Janitorial,29760,premium,Red,{},,16
JAN-001-520-Y,13'' Multi-functional Burnisher,Janitorial & Cleaning Equipment,Janitorial,29760,premium,Yellow,{},,16
JAN-001-520-G,13'' Multi-functional Burnisher,Janitorial & Cleaning Equipment,Janitorial,29760,premium,Grey,{},,16
JAN-001-522-B,17'' Multi-functional Burnisher,Janitorial & Cleaning Equipment,Janitorial,36070,premium,Blue,{},,16
JAN-001-522H-B,17'' Multi-functional Burnisher,Janitorial & Cleaning Equipment,Janitorial,36070,premium,Blue,{},,16
JAN-001-08180B,Multi Functional Janitor Cart,Janitorial & Cleaning Equipment,Janitorial,7220,mid-range,,{},,14
JAN-001-08172,Multi Functional Service Cart,Janitorial & Cleaning Equipment,Janitorial,18940,premium,,{},,14
JAN-001-08181A,Multi Functional Cleaning Service Cart,Janitorial & Cleaning Equipment,Janitorial,17140,premium,,{},,14
JAN-001-08181B,Multi Functional Cleaning Service Cart,Janitorial & Cleaning Equipment,Janitorial,18940,premium,,{},,14
JAN-001-08181C,Multi Functional Cleaning Service Cart,Janitorial & Cleaning Equipment,Janitorial,21640,premium,,{},,14
JAN-001-08181D,Multi Functional Cleaning Service Cart,Janitorial & Cleaning Equipment,Janitorial,18940,premium,,{},,14
JAN-001-08167,Small Restaurant Cart,Janitorial & Cleaning Equipment,Janitorial,6320,mid-range,,{},,14
JAN-001-08168,Large Restaurant Cart,Janitorial & Cleaning Equipment,Janitorial,8660,mid-range,,{},,14
JAN-001-08179C,Utility Cart,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,,{},,14
JAN-001-08179A,Utility Cart,Janitorial & Cleaning Equipment,Janitorial,8120,mid-range,,{},,14
JAN-001-08632,Large Collecting Bucket,Janitorial & Cleaning Equipment,Janitorial,820,standard,,{},,14
JAN-001-08633,Small Collecting Bucket,Janitorial & Cleaning Equipment,Janitorial,510,standard,,{},,14
JAN-001-08636,Large Round Collecting Bucket,Janitorial & Cleaning Equipment,Janitorial,1000,standard,,{},,14
JAN-001-08637,Small Round Collecting Bucket,Janitorial & Cleaning Equipment,Janitorial,640,standard,,{},,14
JAN-001-08407,Clean Bucket,Janitorial & Cleaning Equipment,Janitorial,340,budget,Grey,{},,14
JAN-001-08408,Multi Functional Clean Bucket,Janitorial & Cleaning Equipment,Janitorial,1630,standard,,{},,14
JAN-001-08404,Small Clean Basket,Janitorial & Cleaning Equipment,Janitorial,340,budget,,{},,14
JAN-001-08405,Large Clean Basket,Janitorial & Cleaning Equipment,Janitorial,410,budget,,{},,14
JAN-001-08634,Small Plate Basket,Janitorial & Cleaning Equipment,Janitorial,340,budget,,{},,14
JAN-001-08635,Large Plate Basket,Janitorial & Cleaning Equipment,Janitorial,870,standard,,{},,14
JAN-001-11101,Small Cuttery Plate,Janitorial & Cleaning Equipment,Janitorial,340,budget,,{},,15
JAN-001-11102,Large Cuttery Plate,Janitorial & Cleaning Equipment,Janitorial,460,budget,,{},,15
JAN-001-08156,Quadrate Laundry Cart 250L,Janitorial & Cleaning Equipment,Janitorial,7220,mid-range,,"{""capacity_liters"": 250.0}",,14
JAN-001-08157,X-shape Laundry Cart 215L,Janitorial & Cleaning Equipment,Janitorial,6860,mid-range,,"{""capacity_liters"": 215.0}",,14
JAN-001-12257,12-LOCK Umbrella Hanger,Janitorial & Cleaning Equipment,Janitorial,4510,mid-range,,{},,15
JAN-001-12258,18-LOCK Umbrella Hanger,Janitorial & Cleaning Equipment,Janitorial,4510,mid-range,,{},,15
JAN-001-12258A,18-LOCK Umbrella Hanger Plastic Frame,Janitorial & Cleaning Equipment,Janitorial,6320,mid-range,,"{""material"": ""Plastic""}",,15
JAN-001-12259,24-LOCK Umbrella Hanger,Janitorial & Cleaning Equipment,Janitorial,6320,mid-range,,{},,15
